0.38901806,0.20022833,0.09285135,-0.23396248,0.02270750,-0.01068451,0.02376902,-0.02566250,0.05950921,-0.05321472,0.05232994,0.19257554,-0.17727662,-0.10912427,0.02797601,-0.03234937,-0.01841228,-0.00350924,-0.00398359,-0.09987641,0.05962444,-0.07078620,-0.08647381,0.00011189,0.07350949,-0.04654489,0.11616105,-0.05576477,-0.04844196,-0.02019483,-0.03903316,-0.00824706
0.65163382,-0.32114371,-0.13755059,0.03230635,0.08167977,0.02374375,0.05779311,-0.04699809,0.13140785,0.05135452,0.04172120,0.00878614,-0.00955836,0.05524105,0.06163592,0.19420582,0.02876149,-0.00843348,-0.02902303,-0.02575411,0.05537731,0.03036841,0.01296267,0.03418860,0.01731099,-0.03201249,-0.02653234,0.06411829,0.01346814,-0.13933673,-0.09819855,0.07885676
-0.07608354,0.01798668,0.43275138,0.09156660,0.09648247,0.11691448,-0.00377884,0.09231608,-0.12133200,0.02763166,-0.11115467,0.02906688,-0.08648790,-0.04370883,0.11345841,-0.08871919,0.10335680,0.06995191,0.04870282,-0.09855344,0.04037015,-0.02086434,-0.12419916,0.09047371,0.10316697,0.06779806,0.05913651,-0.04564739,0.00027110,-0.04814112,-0.03040078,-0.02754576
-0.25609667,-0.27184680,-0.01346929,0.23263245,0.07296194,-0.11437192,0.12604516,0.12559161,0.07890720,0.02534082,-0.05036881,0.14224437,-0.03541845,0.00825924,-0.08432895,-0.01702366,0.00830033,-0.09376602,0.01709861,0.13192846,-0.01811495,-0.04165057,0.10734052,-0.06573013,-0.00818623,-0.00563059,-0.10026191,-0.03020725,-0.02193576,-0.00719553,0.00502366,-0.00188896
-0.28715168,-0.23550917,-0.31169486,-0.15423252,0.03139948,-0.03007763,0.05919604,0.00463439,-0.14375626,-0.03138953,-0.04185244,-0.04937372,-0.01559938,0.06856194,0.00297733,0.00104359,0.00653650,-0.01842904,0.00082345,-0.00445429,0.01373616,-0.03157942,-0.01997431,0.00236976,0.00970463,-0.03064660,-0.00982816,0.01708356,0.05081142,0.03069599,0.06547410,-0.00866379
-0.16838712,-0.02732141,0.14821486,0.00652835,0.03893002,0.11170507,0.05377259,-0.04559214,0.00077318,-0.21012473,-0.05543991,-0.09616115,-0.10261137,0.01152471,-0.05586500,-0.07838535,0.03020784,0.06948639,-0.00965711,-0.03232061,-0.08092539,-0.06152860,0.02760073,0.02416742,-0.06647927,-0.13518023,-0.01568238,-0.07605947,0.12352804,-0.05302436,0.05018576,0.04825210
0.37844440,0.45545218,-0.07073619,0.03433825,0.15705977,-0.15255599,0.00406190,0.08271341,-0.03972267,0.08315504,-0.06365398,-0.08827029,0.08801591,-0.08776144,-0.05583194,-0.04021536,-0.00413430,-0.03264251,0.02898205,0.03305158,-0.01167472,0.00725013,-0.00116155,0.04867448,-0.01178209,-0.01514778,0.08925747,-0.03773336,0.00504862,0.00600516,-0.01881365,-0.00825920
-0.26604803,-0.11668071,-0.11996784,-0.07368229,-0.08609256,0.03034865,0.03569653,-0.02502603,0.00277156,-0.06399029,-0.06141407,0.01014953,-0.01767236,0.00875388,-0.04016689,-0.00285035,0.03520856,0.00342808,-0.00912673,-0.02951592,-0.02129069,0.01248659,0.06633287,-0.09520239,-0.06241847,0.07547876,-0.00558803,-0.00695522,-0.00388995,0.00125898,0.00772562,0.00078570
-0.22183791,0.00668448,-0.09290733,0.11682084,-0.04019279,-0.08472105,-0.14821432,0.02279338,-0.02558313,-0.00256666,0.04580244,0.00269892,0.01485395,-0.05238487,0.02436134,-0.05445903,0.00845502,0.01592606,0.01709549,-0.04132175,0.06484327,0.00849996,-0.01139424,0.04276446,-0.10084409,0.07767247,0.00453522,-0.01097685,-0.02889393,0.06502796,-0.02515361,0.01346413
0.05685917,0.26223922,0.11009541,-0.01873697,-0.10432474,-0.10879513,0.15977852,0.10522722,0.03173103,-0.13221318,0.04157937,-0.12603282,0.08208494,-0.02664363,0.01705609,-0.05400483,-0.03545500,-0.01448882,-0.04576801,0.02606819,0.03346533,-0.06706002,0.02294876,-0.04471423,-0.00373693,-0.01862876,-0.04496794,0.09357191,0.00803427,-0.03878979,-0.09800020,-0.10212234
